"first_seen_utc","dst_ip","dst_port","c2_status","last_online","malware"
"2021-02-03 07:26:33","185.4.132.226","4664","online","2021-03-24","Dridex"
"2021-02-03 16:32:34","92.60.235.135","447","online","2021-03-24","TrickBot"
"2021-02-03 16:34:01","159.224.167.102","447","online","2021-03-24","TrickBot"
"2021-02-03 16:42:58","95.210.118.90","443","online","2021-03-24","TrickBot"
"2021-02-03 18:47:13","77.81.247.140","5037","online","2021-03-24","Dridex"
"2021-02-03 18:47:14","77.220.64.149","443","online","2021-03-24","Dridex"
"2021-02-04 17:18:22","45.234.248.146","447","online","2021-03-24","TrickBot"
"2021-02-04 21:13:24","5.189.157.183","4646","online","2021-03-24","Dridex"
"2021-02-04 21:13:24","165.227.155.13","3308","online","2021-03-24","Dridex"
"2021-02-08 12:27:29","128.199.59.13","8172","online","2021-03-24","Dridex"
"2021-02-08 12:27:30","178.128.83.165","443","online","2021-03-24","Dridex"
"2021-02-10 01:25:12","94.158.245.54","443","online","2021-03-24","TrickBot"
"2021-02-10 01:26:34","45.83.129.224","443","online","2021-03-24","TrickBot"
"2021-02-10 01:27:46","195.123.241.195","443","online","2021-03-24","TrickBot"
"2021-02-10 01:28:31","108.170.20.72","443","online","2021-03-24","TrickBot"
"2021-02-10 01:28:32","134.119.186.201","443","online","2021-03-24","TrickBot"
"2021-02-10 01:43:42","134.119.186.200","443","online","2021-03-24","TrickBot"
"2021-02-10 11:18:24","108.170.20.75","443","online","2021-03-24","TrickBot"
"2021-02-10 11:18:46","94.140.114.136","443","online","2021-03-24","TrickBot"
"2021-02-10 11:33:47","172.83.155.215","443","online","2021-03-24","TrickBot"
"2021-02-10 13:31:36","212.227.53.240","5037","online","2021-03-24","Dridex"
"2021-02-10 13:31:36","77.220.64.132","443","online","2021-03-24","Dridex"
"2021-02-10 13:31:59","192.241.174.45","8172","online","2021-03-24","Dridex"
"2021-02-10 13:34:56","193.8.194.96","443","online","2021-03-24","TrickBot"
"2021-02-10 13:34:57","185.163.45.138","443","online","2021-03-24","TrickBot"
"2021-02-10 13:34:57","45.155.173.242","443","online","2021-03-24","TrickBot"
"2021-02-10 16:14:03","173.203.78.138","443","online","2021-03-24","Dridex"
"2021-02-10 16:14:03","217.160.107.189","6601","online","2021-03-24","Dridex"
"2021-02-10 16:14:03","77.220.64.150","5037","online","2021-03-24","Dridex"
"2021-02-10 18:05:05","142.202.191.164","443","online","2021-03-24","TrickBot"
"2021-02-11 18:40:53","173.255.246.77","691","online","2021-03-24","Dridex"
"2021-02-14 01:21:54","185.216.27.185","8172","online","2021-03-24","Dridex"
"2021-02-16 19:26:32","185.234.72.84","443","online","2021-03-24","TrickBot"
"2021-02-17 15:50:49","198.1.115.153","8172","online","2021-03-24","Dridex"
"2021-02-17 15:50:49","209.20.87.138","443","online","2021-03-24","Dridex"
"2021-02-17 15:52:34","151.236.29.248","6516","online","2021-03-24","Dridex"
"2021-02-19 18:02:21","181.196.245.54","447","online","2021-03-24","TrickBot"
"2021-02-22 16:57:59","162.13.114.59","443","online","2021-03-24","Dridex"
"2021-02-22 16:57:59","37.187.115.122","6601","online","2021-03-24","Dridex"
"2021-02-22 16:58:00","70.39.99.196","8172","online","2021-03-24","Dridex"
"2021-02-22 17:42:25","178.54.230.164","443","online","2021-03-24","TrickBot"
"2021-02-22 18:32:50","103.76.20.226","443","online","2021-03-24","TrickBot"
"2021-02-22 20:42:44","80.78.75.246","443","online","2021-03-24","TrickBot"
"2021-02-22 23:30:54","154.79.252.132","449","online","2021-03-24","TrickBot"
"2021-02-23 11:15:18","5.182.210.132","443","online","2021-03-24","TrickBot"
"2021-02-23 20:23:57","80.78.77.116","449","online","2021-03-24","TrickBot"
"2021-02-23 20:23:58","168.232.188.88","449","online","2021-03-24","TrickBot"
"2021-02-23 20:23:58","173.81.4.147","449","online","2021-03-24","TrickBot"
"2021-02-23 20:24:00","202.142.151.190","449","online","2021-03-24","TrickBot"
"2021-02-23 20:24:02","37.235.230.123","449","online","2021-03-24","TrickBot"
"2021-02-23 20:24:02","186.195.199.238","449","online","2021-03-24","TrickBot"
"2021-02-23 20:24:03","177.47.88.62","443","online","2021-03-24","TrickBot"
"2021-02-23 20:24:03","36.92.93.5","449","online","2021-03-24","TrickBot"
"2021-02-23 20:24:04","103.146.2.152","449","online","2021-03-24","TrickBot"
"2021-02-23 20:24:05","182.48.66.106","443","online","2021-03-24","TrickBot"
"2021-02-23 20:24:06","36.94.202.131","443","online","2021-03-24","TrickBot"
"2021-02-23 20:24:07","179.60.243.52","443","online","2021-03-24","TrickBot"
"2021-02-24 09:02:23","103.146.185.107","447","online","2021-03-24","TrickBot"
"2021-02-24 14:45:41","209.151.236.42","443","online","2021-03-24","Dridex"
"2021-02-24 14:46:02","91.121.94.86","8172","online","2021-03-24","Dridex"
"2021-02-24 15:00:14","5.189.144.136","6516","online","2021-03-24","Dridex"
"2021-02-24 17:12:23","131.72.153.198","447","online","2021-03-24","TrickBot"
"2021-02-24 17:18:49","131.255.106.152","449","online","2021-03-24","TrickBot"
"2021-02-24 17:18:51","37.112.60.123","447","online","2021-03-24","TrickBot"
"2021-02-24 18:44:07","202.91.41.138","449","online","2021-03-24","TrickBot"
"2021-02-25 09:54:08","122.2.28.70","449","online","2021-03-24","TrickBot"
"2021-02-25 09:54:09","103.225.138.94","449","online","2021-03-24","TrickBot"
"2021-02-25 17:48:43","123.231.149.123","447","online","2021-03-24","TrickBot"
"2021-02-26 03:11:30","190.119.167.154","447","online","2021-03-24","TrickBot"
"2021-02-26 04:34:35","47.103.145.214","443","online","2021-03-24","Dridex"
"2021-02-26 18:32:26","117.210.210.179","447","online","2021-03-24","TrickBot"
"2021-02-26 18:41:38","200.195.233.10","447","online","2021-03-24","TrickBot"
"2021-02-26 18:42:37","170.82.4.158","447","online","2021-03-24","TrickBot"
"2021-02-26 21:02:42","37.29.124.94","447","online","2021-03-24","TrickBot"
"2021-02-26 22:22:33","103.239.165.24","447","online","2021-03-24","TrickBot"
"2021-02-28 22:01:04","103.146.2.152","447","online","2021-03-24","TrickBot"
"2021-03-01 14:00:25","103.54.42.218","447","online","2021-03-24","TrickBot"
"2021-03-01 14:20:26","85.25.134.43","8172","online","2021-03-24","Dridex"
"2021-03-01 14:20:27","77.220.64.146","443","online","2021-03-24","Dridex"
"2021-03-01 14:20:27","213.208.134.178","6516","online","2021-03-24","Dridex"
"2021-03-01 17:54:31","50.243.30.51","6601","online","2021-03-24","Dridex"
"2021-03-01 17:54:31","37.247.35.132","443","online","2021-03-24","Dridex"
"2021-03-01 17:55:01","162.241.204.234","6516","online","2021-03-24","Dridex"
"2021-03-01 21:11:38","121.199.35.69","443","online","2021-03-24","Dridex"
"2021-03-02 08:01:08","185.97.135.164","447","online","2021-03-24","TrickBot"
"2021-03-02 17:58:10","85.88.174.94","447","online","2021-03-24","TrickBot"
"2021-03-03 06:08:38","203.160.59.14","447","online","2021-03-24","TrickBot"
"2021-03-03 07:12:11","36.66.111.251","447","online","2021-03-24","TrickBot"
"2021-03-03 15:18:25","216.10.242.142","6601","online","2021-03-24","Dridex"
"2021-03-03 15:18:28","37.247.35.137","6601","online","2021-03-24","Dridex"
"2021-03-03 15:18:29","116.251.211.158","443","online","2021-03-24","Dridex"
"2021-03-04 03:09:22","103.73.102.174","447","online","2021-03-24","TrickBot"
"2021-03-05 04:29:08","114.34.226.52","447","online","2021-03-24","TrickBot"
"2021-03-05 21:29:01","111.235.66.83","447","online","2021-03-24","TrickBot"
"2021-03-07 20:14:20","210.65.244.186","6601","online","2021-03-24","Dridex"
"2021-03-07 23:49:28","62.64.9.237","447","online","2021-03-24","TrickBot"
"2021-03-08 06:32:04","190.152.71.230","447","online","2021-03-24","TrickBot"
"2021-03-08 06:39:25","94.74.133.76","447","online","2021-03-24","TrickBot"
"2021-03-08 15:06:37","181.191.67.186","447","online","2021-03-24","TrickBot"
"2021-03-08 16:38:37","77.220.64.135","443","online","2021-03-24","Dridex"
"2021-03-08 16:38:38","107.180.90.10","6601","online","2021-03-24","Dridex"
"2021-03-08 16:38:39","31.24.158.56","7275","online","2021-03-24","Dridex"
"2021-03-09 22:17:15","167.179.194.205","447","online","2021-03-24","TrickBot"
"2021-03-09 22:31:04","79.106.115.103","447","online","2021-03-24","TrickBot"
"2021-03-10 13:58:47","178.33.183.53","7443","online","2021-03-24","Dridex"
"2021-03-10 13:58:48","210.65.244.166","443","online","2021-03-24","Dridex"
"2021-03-10 13:58:48","157.7.139.198","6601","online","2021-03-24","Dridex"
"2021-03-10 15:58:44","144.76.42.74","6601","online","2021-03-24","Dridex"
"2021-03-10 15:58:46","41.76.108.46","8172","online","2021-03-24","Dridex"
"2021-03-10 15:58:48","195.154.221.186","443","online","2021-03-24","Dridex"
"2021-03-11 20:37:02","153.126.203.229","6601","online","2021-03-24","Dridex"
"2021-03-14 10:40:47","195.210.28.233","6601","online","2021-03-24","Dridex"
"2021-03-15 12:14:25","91.235.129.199","443","online","2021-03-24","TrickBot"
"2021-03-15 12:28:46","62.75.168.152","6601","online","2021-03-24","Dridex"
"2021-03-15 12:28:46","147.78.186.4","10051","online","2021-03-24","Dridex"
"2021-03-15 12:28:47","210.65.244.184","443","online","2021-03-24","Dridex"
"2021-03-15 21:00:20","174.105.233.82","449","online","2021-03-24","TrickBot"
"2021-03-15 23:14:26","45.164.80.94","447","online","2021-03-24","TrickBot"
"2021-03-17 17:38:46","77.220.64.137","443","online","2021-03-24","Dridex"
"2021-03-17 17:38:49","199.204.214.26","7073","online","2021-03-24","Dridex"
"2021-03-20 00:25:18","95.140.127.82","447","online","2021-03-24","TrickBot"
"2021-03-21 21:26:44","5.182.210.254","443","online","2021-03-24","TrickBot"
"2021-03-22 01:22:20","219.91.189.17","447","online","2021-03-24","TrickBot"
"2021-03-22 12:53:59","37.247.35.130","6601","online","2021-03-24","Dridex"
"2021-03-22 12:53:59","103.18.108.116","6601","online","2021-03-24","Dridex"
"2021-03-22 23:34:48","36.91.107.247","447","online","2021-03-24","TrickBot"
"2021-03-23 02:34:16","12.158.156.51","447","online","2021-03-24","TrickBot"
"2021-03-23 04:06:04","49.231.17.146","447","online","2021-03-24","TrickBot"
"2021-03-23 14:15:14","216.177.161.118","447","online","2021-03-24","TrickBot"
"2021-03-23 14:16:39","72.133.71.61","447","online","2021-03-24","TrickBot"
"2021-03-23 18:14:24","103.26.251.214","447","online","2021-03-24","TrickBot"
"2021-03-23 18:46:59","98.6.170.206","447","online","2021-03-24","TrickBot"
"2021-03-23 22:51:46","102.67.74.24","447","online","2021-03-24","TrickBot"
"2021-03-24 01:46:46","5.2.158.159","447","online","2021-03-24","TrickBot"
"2021-03-24 02:26:24","92.245.172.211","447","online","2021-03-24","TrickBot"
"2021-03-24 02:56:54","176.115.19.84","447","online","2021-03-24","TrickBot"
"2021-03-24 03:47:21","76.84.51.10","447","online","2021-03-24","TrickBot"
# END 489 entries
